Category;Description;Price;Price per Unit;URL
lait-demi-ecreme;LACTEL Lait demi-écrémé UHT;8.47€;1,41€ / l;https://www.auchan.fr/lactel-lait-demi-ecreme-uht/pr-C1178046
lait-demi-ecreme;CANDIA Viva lait vitaminé UHT;7.93€;1,32€ / l;https://www.auchan.fr/candia-viva-lait-vitamine-uht/pr-C1177788
lait-demi-ecreme;LACTEL Matin léger Lait facile à digérer sans lactose;13.90€;1,74€ / l;https://www.auchan.fr/lactel-matin-leger-lait-facile-a-digerer-sans-lactose/pr-C1339714
lait-demi-ecreme;AUCHAN Lait de chèvre demi-écrémé UHT;13.47€;2,25€ / l;https://www.auchan.fr/auchan-lait-de-chevre-demi-ecreme-uht/pr-C1175915
lait-demi-ecreme;AUCHAN SOLIDAIRES BIO CULTIVONS LE BON Lait demi-écrémé UHT;7.87€;1,31€ / l;https://www.auchan.fr/auchan-solidaires-bio-cultivons-le-bon-lait-demi-ecreme-uht/pr-C1170544
lait-demi-ecreme;AUCHAN SOLIDAIRES CULTIVONS LE BON Lait demi-écrémé UHT;7.73€;1,29€ / l;https://www.auchan.fr/auchan-solidaires-cultivons-le-bon-lait-demi-ecreme-uht/pr-C1170543
lait-ecreme;LACTEL Matin léger Lait écrémé facile à digérer sans lactose;13.71€;2,29€ / l;https://www.auchan.fr/lactel-matin-leger-lait-ecreme-facile-a-digerer-sans-lactose/pr-C1177678
lait-ecreme;AUCHAN SOLIDAIRES CULTIVONS LE BON Lait écrémé équitable UHT;7.11€;7,11€ / l;https://www.auchan.fr/auchan-solidaires-cultivons-le-bon-lait-ecreme-equitable-uht/pr-C1170529
lait-entier;AUCHAN SOLIDAIRES CULTIVONS LE BON Lait entier UHT;8.28€;1,38€ / l;https://www.auchan.fr/auchan-solidaires-cultivons-le-bon-lait-entier-uht/pr-C1170527
lait-entier;LACTEL Lait frais pasteurisé entier;2.26€;2,26€ / l;https://www.auchan.fr/lactel-lait-frais-pasteurise-entier/pr-C1177895
lait-entier;AUCHAN Lait entier UHT;7.73€;1,29€ / l;https://www.auchan.fr/auchan-lait-entier-uht/pr-C1176626
lait-frais;LACTEL Lait frais pasteurisé demi-écrémé;2.21€;2,21€ / l;https://www.auchan.fr/lactel-lait-frais-pasteurise-demi-ecreme/pr-C1177893
lait-frais;LACTEL Lait frais pasteurisé entier;2.26€;2,26€ / l;https://www.auchan.fr/lactel-lait-frais-pasteurise-entier/pr-C1177895
lait-aromatise;CANDY'UP Boisson lactée au chocolat;3.14€;2,62€ / l;https://www.auchan.fr/candy-up-boisson-lactee-au-chocolat/pr-C1177783
lait-aromatise;AUCHAN Boisson lactée au chocolat;2.34€;1,95€ / l;https://www.auchan.fr/auchan-boisson-lactee-au-chocolat/pr-C1468861
lait-aromatise;DANAO Boisson au jus de pêche abricot et lait;3.93€;4,37€ / l;https://www.auchan.fr/danao-boisson-au-jus-de-peche-abricot-et-lait/pr-C1183837
lait-aromatise;CACOLAC Boisson au lait et au cacao bouteilles;7.04€;4,40€ / l;https://www.auchan.fr/cacolac-boisson-au-lait-et-au-cacao-bouteilles/pr-C1206406
lait-aromatise;CANDY'UP Boisson lactée à la fraise;3.14€;2,62€ / l;https://www.auchan.fr/candy-up-boisson-lactee-a-la-fraise/pr-C1177782
lait-aromatise;CANDY'UP Boisson lactée à la vanille;3.14€;2,62€ / l;https://www.auchan.fr/candy-up-boisson-lactee-a-la-vanille/pr-C1177781
lait-sans-lactose-lait-de-chevre-ou-brebis;LACTEL Matin léger Lait facile à digérer sans lactose;12.03€;2,01€ / l;https://www.auchan.fr/lactel-matin-leger-lait-facile-a-digerer-sans-lactose/pr-C1177828
lait-sans-lactose-lait-de-chevre-ou-brebis;LACTEL Matin léger Lait écrémé facile à digérer sans lactose;13.71€;2,29€ / l;https://www.auchan.fr/lactel-matin-leger-lait-ecreme-facile-a-digerer-sans-lactose/pr-C1177678
lait-sans-lactose-lait-de-chevre-ou-brebis;AUCHAN Lait facile à digérer sans lactose UHT;7.39€;2,46€ / l;https://www.auchan.fr/auchan-lait-facile-a-digerer-sans-lactose-uht/pr-C1454327
lait-sans-lactose-lait-de-chevre-ou-brebis;AUCHAN Lait de chèvre demi-écrémé UHT;13.47€;2,25€ / l;https://www.auchan.fr/auchan-lait-de-chevre-demi-ecreme-uht/pr-C1175915
bouteilles-a-l-unite;LACTEL Lait frais pasteurisé demi-écrémé;2.21€;2,21€ / l;https://www.auchan.fr/lactel-lait-frais-pasteurise-demi-ecreme/pr-C1177893
bouteilles-a-l-unite;LACTEL Lait frais pasteurisé entier;2.26€;2,26€ / l;https://www.auchan.fr/lactel-lait-frais-pasteurise-entier/pr-C1177895
bouteilles-a-l-unite;DANAO Boisson au jus de pêche abricot et lait;3.93€;4,37€ / l;https://www.auchan.fr/danao-boisson-au-jus-de-peche-abricot-et-lait/pr-C1183837
oeufs-de-plein-air;AUCHAN Oeufs de poules élevées en plein air sans ogm;2.95€;0,25€ / pce;https://www.auchan.fr/auchan-oeufs-de-poules-elevees-en-plein-air-sans-ogm/pr-C1163511
oeufs-de-plein-air;AUCHAN Oeufs de poules élevées en plein air sans ogm;1.50€;0,25€ / pce;https://www.auchan.fr/auchan-oeufs-de-poules-elevees-en-plein-air-sans-ogm/pr-C1163510
oeufs-de-plein-air;AUCHAN Oeufs de poules élévées en plein air sans ogm;5.59€;0,23€ / pce;https://www.auchan.fr/auchan-oeufs-de-poules-elevees-en-plein-air-sans-ogm/pr-C1163474
oeufs-de-plein-air;AUCHAN Oeufs de poules élevées en plein air sans ogm;4.25€;0,24€ / pce;https://www.auchan.fr/auchan-oeufs-de-poules-elevees-en-plein-air-sans-ogm/pr-C1163473
oeufs-de-plein-air;AUCHAN Oeufs datés du jour de ponte sans ogm;4.40€;0,24€ / pce;https://www.auchan.fr/auchan-oeufs-dates-du-jour-de-ponte-sans-ogm/pr-C1610216
oeufs-de-plein-air;LA NOUVELLE AGRICULTURE Oeufs de poules élevées en plein air;4.95€;0,41€ / pce;https://www.auchan.fr/la-nouvelle-agriculture-oeufs-de-poules-elevees-en-plein-air/pr-C1168584
oeufs-de-plein-air;LOUE Oeufs de poules élevées en plein air Label Rouge;5.97€;0,50€ / pce;https://www.auchan.fr/loue-oeufs-de-poules-elevees-en-plein-air-label-rouge/pr-C1178041
oeufs-de-plein-air;AUCHAN Oeufs de poules élevées en plein air sans ogm Label Rouge;2.29€;0,38€ / pce;https://www.auchan.fr/auchan-oeufs-de-poules-elevees-en-plein-air-sans-ogm-label-rouge/pr-C1171925
oeufs-de-plein-air;AUCHAN SOLIDAIRES BIO CULTIVONS LE BON Oeufs de poules élevées en plein air;5.04€;0,42€ / pce;https://www.auchan.fr/auchan-solidaires-bio-cultivons-le-bon-oeufs-de-poules-elevees-en-plein-air/pr-C1171259
oeufs-de-plein-air;AUCHAN SOLIDAIRES BIO CULTIVONS LE BON Oeufs de poules élevées en plein air;2.57€;0,43€ / pce;https://www.auchan.fr/auchan-solidaires-bio-cultivons-le-bon-oeufs-de-poules-elevees-en-plein-air/pr-C1170600
oeufs-de-plein-air;LOUE Oeufs de poules élevées en plein air bio;7.22€;0,72€ / pce;https://www.auchan.fr/loue-oeufs-de-poules-elevees-en-plein-air-bio/pr-C1177853
oeufs-de-plein-air;MATINES Oeufs de poule élevées en plein air bio;3.53€;0,59€ / pce;https://www.auchan.fr/matines-oeufs-de-poule-elevees-en-plein-air-bio/pr-C1178125
oeufs-standards;AUCHAN Oeufs datés du jour de ponte sans OGM;2.81€;0,23€ / pce;https://www.auchan.fr/auchan-oeufs-dates-du-jour-de-ponte-sans-ogm/pr-C1608699
oeufs-standards;POUCE Œufs de poule;0.99€;0,17€ / pce;https://www.auchan.fr/pouce-oeufs-de-poule/pr-C1608829
oeufs-standards;AUCHAN Oeufs datés du jour de ponte sans OGM;1.66€;0,28€ / pce;https://www.auchan.fr/auchan-oeufs-dates-du-jour-de-ponte-sans-ogm/pr-C1608828
oeufs-label-rouge;LOUE Oeufs de poules élevées en plein air Label Rouge;5.97€;0,50€ / pce;https://www.auchan.fr/loue-oeufs-de-poules-elevees-en-plein-air-label-rouge/pr-C1178041
oeufs-label-rouge;AUCHAN Oeufs de poules élevées en plein air sans ogm Label Rouge;2.29€;0,38€ / pce;https://www.auchan.fr/auchan-oeufs-de-poules-elevees-en-plein-air-sans-ogm-label-rouge/pr-C1171925
oeufs-bio;AUCHAN SOLIDAIRES BIO CULTIVONS LE BON Oeufs de poules élevées en plein air;5.04€;0,42€ / pce;https://www.auchan.fr/auchan-solidaires-bio-cultivons-le-bon-oeufs-de-poules-elevees-en-plein-air/pr-C1171259
oeufs-bio;AUCHAN SOLIDAIRES BIO CULTIVONS LE BON Oeufs de poules élevées en plein air;2.57€;0,43€ / pce;https://www.auchan.fr/auchan-solidaires-bio-cultivons-le-bon-oeufs-de-poules-elevees-en-plein-air/pr-C1170600
oeufs-bio;LOUE Oeufs de poules élevées en plein air bio;7.22€;0,72€ / pce;https://www.auchan.fr/loue-oeufs-de-poules-elevees-en-plein-air-bio/pr-C1177853
oeufs-bio;MATINES Oeufs de poule élevées en plein air bio;3.53€;0,59€ / pce;https://www.auchan.fr/matines-oeufs-de-poule-elevees-en-plein-air-bio/pr-C1178125
beurres-doux;PAYSAN BRETON Beurre moulé doux;4.36€;17,44€ / kg;https://www.auchan.fr/paysan-breton-beurre-moule-doux/pr-C1175012
beurres-doux;AUCHAN BIO Beurre moulé doux;6.46€;12,92€ / kg;https://www.auchan.fr/auchan-bio-beurre-moule-doux/pr-C1170452
beurres-doux;AUCHAN BIO Beurre doux;3.48€;13,92€ / kg;https://www.auchan.fr/auchan-bio-beurre-doux/pr-C1170678
beurres-doux;ELLE & VIRE Beurre tendre doux;2.92€;11,68€ / kg;https://www.auchan.fr/elle-vire-beurre-tendre-doux/pr-C1160647
beurres-doux;ELLE & VIRE Beurre doux allégé 60%MG;2.61€;10,44€ / kg;https://www.auchan.fr/elle-vire-beurre-doux-allege-60-mg/pr-C1170257
beurres-doux;ELLE & VIRE Beurre doux tendre léger 41%MG;2.58€;10,32€ / kg;https://www.auchan.fr/elle-vire-beurre-doux-tendre-leger-41-mg/pr-C1170251
beurres-doux;PRESIDENT Beurre tendre doux;3.85€;15,40€ / kg;https://www.auchan.fr/president-beurre-tendre-doux/pr-C1161744
beurres-doux;ISIGNY STE MERE Beurre doux extra-fin AOP;3.32€;13,28€ / kg;https://www.auchan.fr/isigny-ste-mere-beurre-doux-extra-fin-aop/pr-C1177934
beurres-doux;ELLE & VIRE Mini-beurre doux gastronomique;3.48€;17,40€ / kg;https://www.auchan.fr/elle-vire-mini-beurre-doux-gastronomique/pr-C1177993
beurres-doux;GRAND FERMAGE Beurre doux Belleville-sur-Vie;2.96€;11,84€ / kg;https://www.auchan.fr/grand-fermage-beurre-doux-belleville-sur-vie/pr-C1178102
beurres-doux;PRESIDENT Beurre gastronomique doux;3.64€;14,56€ / kg;https://www.auchan.fr/president-beurre-gastronomique-doux/pr-C1161754
beurres-doux;DISCOUNT Beurre doux;1.69€;6,76€ / kg;https://www.auchan.fr/discount-beurre-doux/pr-C1186605
beurres-doux;AUCHAN Beurre tendre doux;2.54€;10,16€ / kg;https://www.auchan.fr/auchan-beurre-tendre-doux/pr-C1177193
beurres-doux;PRESIDENT Beurre gastronomique doux;3.09€;12,36€ / kg;https://www.auchan.fr/president-beurre-gastronomique-doux/pr-C1169647
beurres-doux;AUCHAN Beurre doux;1.88€;15,04€ / kg;https://www.auchan.fr/auchan-beurre-doux/pr-C1176241
beurres-doux;MONTFLEURI Beurre doux allégé 60%MG;2.37€;9,48€ / kg;https://www.auchan.fr/montfleuri-beurre-doux-allege-60-mg/pr-C1177693
beurres-doux;PRESIDENT Beurre doux allégé 60% MG;1.99€;9,95€ / kg;https://www.auchan.fr/president-beurre-doux-allege-60-mg/pr-C1771411
beurres-doux;AUCHAN Beurre doux;2.50€;10,00€ / kg;https://www.auchan.fr/auchan-beurre-doux/pr-C1177952
beurres-doux;AUCHAN Beurre moulé doux;5.69€;11,38€ / kg;https://www.auchan.fr/auchan-beurre-moule-doux/pr-C1177938
beurres-doux;PAYSAN BRETON Beurre moulé doux;7.69€;15,38€ / kg;https://www.auchan.fr/paysan-breton-beurre-moule-doux/pr-C1174925
beurres-doux;LAITERIE VERNEUIL Beurre doux;3.10€;12,40€ / kg;https://www.auchan.fr/laiterie-verneuil-beurre-doux/pr-C1177746
beurres-doux;PRESIDENT La motte - Beurre tendre;3.93€;15,72€ / kg;https://www.auchan.fr/president-la-motte-beurre-tendre/pr-C1177988
beurres-demi-sel;PAYSAN BRETON Beurre moulé demi-sel;4.40€;17,60€ / kg;https://www.auchan.fr/paysan-breton-beurre-moule-demi-sel/pr-C1175011
beurres-demi-sel;PAYSAN BRETON Beurre aux cristaux de sel de Guérande;4.58€;18,32€ / kg;https://www.auchan.fr/paysan-breton-beurre-aux-cristaux-de-sel-de-guerande/pr-C1174491
beurres-demi-sel;AUCHAN Beurre demi-sel;3.98€;7,96€ / kg;https://www.auchan.fr/auchan-beurre-demi-sel/pr-C1171747
beurres-demi-sel;AUCHAN Beurre demi-sel;2.59€;10,36€ / kg;https://www.auchan.fr/auchan-beurre-demi-sel/pr-C1177951
beurres-demi-sel;AUCHAN Beurre moulé demi-sel;3.07€;12,28€ / kg;https://www.auchan.fr/auchan-beurre-moule-demi-sel/pr-C1178143
beurres-demi-sel;AUCHAN Beurre tendre demi sel;2.82€;11,28€ / kg;https://www.auchan.fr/auchan-beurre-tendre-demi-sel/pr-C1177851
beurres-demi-sel;ELLE & VIRE Beurre tendre demi-sel;2.92€;11,68€ / kg;https://www.auchan.fr/elle-vire-beurre-tendre-demi-sel/pr-C1175591
beurres-demi-sel;PRESIDENT Beurre gastronomique demi-sel;3.29€;13,16€ / kg;https://www.auchan.fr/president-beurre-gastronomique-demi-sel/pr-C1174998
beurres-demi-sel;PRESIDENT Beurre gastronomique demi-sel;3.88€;15,52€ / kg;https://www.auchan.fr/president-beurre-gastronomique-demi-sel/pr-C1178165
beurres-demi-sel;AUCHAN Beurre tendre demi-sel;2.71€;10,84€ / kg;https://www.auchan.fr/auchan-beurre-tendre-demi-sel/pr-C1177192
beurres-demi-sel;PRESIDENT Beurre tendre demi-sel;4.03€;16,12€ / kg;https://www.auchan.fr/president-beurre-tendre-demi-sel/pr-C1174999
beurres-demi-sel;PRESIDENT Beurre gastronomique tendre demi-sel;4.29€;8,58€ / kg;https://www.auchan.fr/president-beurre-gastronomique-tendre-demi-sel/pr-C1330300
beurres-demi-sel;ISIGNY STE MERE Beurre de baratte aux cristaux de sel de Guérande;2.66€;10,64€ / kg;https://www.auchan.fr/isigny-ste-mere-beurre-de-baratte-aux-cristaux-de-sel-de-guerande/pr-C1174986
beurres-demi-sel;AUCHAN BIO Beurre moulé demi-sel;3.84€;15,36€ / kg;https://www.auchan.fr/auchan-bio-beurre-moule-demi-sel/pr-C1170453
beurres-demi-sel;AUCHAN Beurre moulé demi-sel;5.69€;11,38€ / kg;https://www.auchan.fr/auchan-beurre-moule-demi-sel/pr-C1177937
beurres-demi-sel;GRAND FERMAGE Beurre demi-sel aux cristaux de sel de mer;3.25€;13,00€ / kg;https://www.auchan.fr/grand-fermage-beurre-demi-sel-aux-cristaux-de-sel-de-mer/pr-C1175147
beurres-demi-sel;PAYSAN BRETON Beurre moulé demi-sel;7.80€;15,60€ / kg;https://www.auchan.fr/paysan-breton-beurre-moule-demi-sel/pr-C1174924
beurres-alleges;ELLE & VIRE Beurre doux tendre léger 41%MG;2.58€;10,32€ / kg;https://www.auchan.fr/elle-vire-beurre-doux-tendre-leger-41-mg/pr-C1170251
beurres-alleges;AUCHAN Beurre demi-sel allégé 60% MG;2.04€;8,16€ / kg;https://www.auchan.fr/auchan-beurre-demi-sel-allege-60-mg/pr-C1468582
beurres-alleges;MONTFLEURI Beurre doux allégé 60%MG;2.37€;9,48€ / kg;https://www.auchan.fr/montfleuri-beurre-doux-allege-60-mg/pr-C1177693
beurres-alleges;PRESIDENT Beurre doux allégé 60% MG;1.99€;9,95€ / kg;https://www.auchan.fr/president-beurre-doux-allege-60-mg/pr-C1771411
beurres-alleges;AUCHAN Beurre doux allégé 60% MG;1.98€;7,92€ / kg;https://www.auchan.fr/auchan-beurre-doux-allege-60-mg/pr-C1468581
beurriers;ELLE & VIRE Beurre tendre doux;2.92€;11,68€ / kg;https://www.auchan.fr/elle-vire-beurre-tendre-doux/pr-C1160647
beurriers;PRESIDENT Beurre tendre doux;3.85€;15,40€ / kg;https://www.auchan.fr/president-beurre-tendre-doux/pr-C1161744
beurriers;PRESIDENT Beurre gastronomique doux;3.64€;14,56€ / kg;https://www.auchan.fr/president-beurre-gastronomique-doux/pr-C1161754
beurriers;AUCHAN Beurre tendre demi sel;2.82€;11,28€ / kg;https://www.auchan.fr/auchan-beurre-tendre-demi-sel/pr-C1177851
beurriers;PRESIDENT Beurre gastronomique demi-sel;3.88€;15,52€ / kg;https://www.auchan.fr/president-beurre-gastronomique-demi-sel/pr-C1178165
beurriers;PRESIDENT Beurre tendre demi-sel;4.03€;16,12€ / kg;https://www.auchan.fr/president-beurre-tendre-demi-sel/pr-C1174999
beurriers;PRESIDENT La motte - Beurre tendre;3.93€;15,72€ / kg;https://www.auchan.fr/president-la-motte-beurre-tendre/pr-C1177988
plaquettes;ELLE & VIRE Beurre doux allégé 60%MG;2.61€;10,44€ / kg;https://www.auchan.fr/elle-vire-beurre-doux-allege-60-mg/pr-C1170257
plaquettes;ISIGNY STE MERE Beurre doux extra-fin AOP;3.32€;13,28€ / kg;https://www.auchan.fr/isigny-ste-mere-beurre-doux-extra-fin-aop/pr-C1177934
plaquettes;ELLE & VIRE Mini-beurre doux gastronomique;3.48€;17,40€ / kg;https://www.auchan.fr/elle-vire-mini-beurre-doux-gastronomique/pr-C1177993
plaquettes;GRAND FERMAGE Beurre doux Belleville-sur-Vie;2.96€;11,84€ / kg;https://www.auchan.fr/grand-fermage-beurre-doux-belleville-sur-vie/pr-C1178102
plaquettes;AUCHAN Beurre tendre doux;2.54€;10,16€ / kg;https://www.auchan.fr/auchan-beurre-tendre-doux/pr-C1177193
plaquettes;PRESIDENT Beurre gastronomique doux;3.09€;12,36€ / kg;https://www.auchan.fr/president-beurre-gastronomique-doux/pr-C1169647
plaquettes;AUCHAN Beurre doux;1.88€;15,04€ / kg;https://www.auchan.fr/auchan-beurre-doux/pr-C1176241
plaquettes;AUCHAN Beurre demi-sel;2.59€;10,36€ / kg;https://www.auchan.fr/auchan-beurre-demi-sel/pr-C1177951
plaquettes;PRESIDENT Beurre gastronomique demi-sel;3.29€;13,16€ / kg;https://www.auchan.fr/president-beurre-gastronomique-demi-sel/pr-C1174998
plaquettes;AUCHAN Beurre tendre demi-sel;2.71€;10,84€ / kg;https://www.auchan.fr/auchan-beurre-tendre-demi-sel/pr-C1177192
plaquettes;ISIGNY STE MERE Beurre de baratte aux cristaux de sel de Guérande;2.66€;10,64€ / kg;https://www.auchan.fr/isigny-ste-mere-beurre-de-baratte-aux-cristaux-de-sel-de-guerande/pr-C1174986
plaquettes;AUCHAN Beurre doux;2.50€;10,00€ / kg;https://www.auchan.fr/auchan-beurre-doux/pr-C1177952
plaquettes;LAITERIE VERNEUIL Beurre doux;3.10€;12,40€ / kg;https://www.auchan.fr/laiterie-verneuil-beurre-doux/pr-C1177746
moules;PAYSAN BRETON Beurre moulé doux;4.36€;17,44€ / kg;https://www.auchan.fr/paysan-breton-beurre-moule-doux/pr-C1175012
moules;PAYSAN BRETON Beurre moulé demi-sel;4.40€;17,60€ / kg;https://www.auchan.fr/paysan-breton-beurre-moule-demi-sel/pr-C1175011
moules;PAYSAN BRETON Beurre aux cristaux de sel de Guérande;4.58€;18,32€ / kg;https://www.auchan.fr/paysan-breton-beurre-aux-cristaux-de-sel-de-guerande/pr-C1174491
moules;AUCHAN BIO Beurre moulé demi-sel;3.84€;15,36€ / kg;https://www.auchan.fr/auchan-bio-beurre-moule-demi-sel/pr-C1170453
moules;AUCHAN Beurre moulé doux;5.69€;11,38€ / kg;https://www.auchan.fr/auchan-beurre-moule-doux/pr-C1177938
moules;AUCHAN Beurre moulé demi-sel;5.69€;11,38€ / kg;https://www.auchan.fr/auchan-beurre-moule-demi-sel/pr-C1177937
moules;PAYSAN BRETON Beurre moulé doux;7.69€;15,38€ / kg;https://www.auchan.fr/paysan-breton-beurre-moule-doux/pr-C1174925
moules;GRAND FERMAGE Beurre demi-sel aux cristaux de sel de mer;3.25€;13,00€ / kg;https://www.auchan.fr/grand-fermage-beurre-demi-sel-aux-cristaux-de-sel-de-mer/pr-C1175147
moules;PAYSAN BRETON Beurre moulé demi-sel;7.80€;15,60€ / kg;https://www.auchan.fr/paysan-breton-beurre-moule-demi-sel/pr-C1174924
classique;PLANTA FIN Margarine doux pour tartine et cuisson;3.25€;7,22€ / kg;https://www.auchan.fr/planta-fin-margarine-doux-pour-tartine-et-cuisson/pr-C1623489
classique;AUCHAN Margarine tournesol doux oméga 3;2.07€;4,14€ / kg;https://www.auchan.fr/auchan-margarine-tournesol-doux-omega-3/pr-C1178020
classique;AUCHAN Margarine cuisine et pâtisserie;1.84€;3,68€ / pce;https://www.auchan.fr/auchan-margarine-cuisine-et-patisserie/pr-C1178163
classique;PLANTA FIN Margarine liquide pour cuisson;3.01€;6,02€ / l;https://www.auchan.fr/planta-fin-margarine-liquide-pour-cuisson/pr-C1171447
classique;POUCE Margarine de cuisine 60%;1.47€;2,94€ / pce;https://www.auchan.fr/pouce-margarine-de-cuisine-60/pr-C1175575
sante;AUCHAN Margarine oméga 3 doux;2.46€;4,92€ / kg;https://www.auchan.fr/auchan-margarine-omega-3-doux/pr-C1361355
sante;ST HUBERT Margarine oméga 3 doux tartine et cuisson;2.78€;10,90€ / kg;https://www.auchan.fr/st-hubert-margarine-omega-3-doux-tartine-et-cuisson/pr-C1175562
sante;ST HUBERT Margarine oméga 3 doux tartine et cuisson;4.39€;8,61€ / kg;https://www.auchan.fr/st-hubert-margarine-omega-3-doux-tartine-et-cuisson/pr-C1518166
sante;PRIMEVERE Margarine doux pour tartine;2.30€;9,20€ / kg;https://www.auchan.fr/primevere-margarine-doux-pour-tartine/pr-C1169536
sante;ST HUBERT Margarine oméga 3 demi-sel tartine et cuisson;2.97€;11,65€ / kg;https://www.auchan.fr/st-hubert-margarine-omega-3-demi-sel-tartine-et-cuisson/pr-C1175561
cremes-fraiches-epaisses;PRESIDENT Crème fraîche épaisse entière 30%MG;2.23€;5,06€ / kg;https://www.auchan.fr/president-creme-fraiche-epaisse-entiere-30-mg/pr-C1169646
cremes-fraiches-epaisses;BRIDELICE Crème fraiche épaisse légère 15% M.G;1.90€;3,82€ / kg;https://www.auchan.fr/bridelice-creme-fraiche-epaisse-legere-15-m-g/pr-C1169621
cremes-fraiches-epaisses;AUCHAN BIO Crème fraîche épaisse entière 30 %;3.03€;6,06€ / l;https://www.auchan.fr/auchan-bio-creme-fraiche-epaisse-entiere-30/pr-C1171042
cremes-fraiches-epaisses;ISIGNY STE MERE Crème fraiche d'Isigny épaisse entière AOP;4.38€;8,76€ / l;https://www.auchan.fr/isigny-ste-mere-creme-fraiche-d-isigny-epaisse-entiere-aop/pr-C1177982
cremes-fraiches-epaisses;POUCE Crème fraîche épaisse légère 15%MG;1.38€;2,76€ / l;https://www.auchan.fr/pouce-creme-fraiche-epaisse-legere-15-mg/pr-C1177639
cremes-fraiches-epaisses;AUCHAN Crème fraîche épaisse entière 30%MG;1.22€;6,10€ / l;https://www.auchan.fr/auchan-creme-fraiche-epaisse-entiere-30-mg/pr-C1177977
cremes-fraiches-epaisses;BRIDELICE Crème fraîche épaisse légère 15%MG;0.90€;4,52€ / kg;https://www.auchan.fr/bridelice-creme-fraiche-epaisse-legere-15-mg/pr-C1178078
cremes-fraiches-epaisses;AUCHAN Crème fraiche épaisse légère 15%MG;1.92€;3,84€ / l;https://www.auchan.fr/auchan-creme-fraiche-epaisse-legere-15-mg/pr-C1177957
cremes-fraiches-epaisses;AUCHAN Crème fraîche épaisse entière 30%MG;2.45€;4,90€ / l;https://www.auchan.fr/auchan-creme-fraiche-epaisse-entiere-30-mg/pr-C1177978
cremes-fraiches-epaisses;ELLE & VIRE Crème légère épaisse de Normandie 12%MG;2.00€;6,10€ / kg;https://www.auchan.fr/elle-vire-creme-legere-epaisse-de-normandie-12-mg/pr-C1177402
cremes-fraiches-epaisses;AUCHAN Crème fraiche épaisse légère 15%MG;0.86€;4,30€ / l;https://www.auchan.fr/auchan-creme-fraiche-epaisse-legere-15-mg/pr-C1177958
cremes-fraiches-epaisses;AUCHAN Spécialité laitière épaisse 4%MG;1.78€;3,56€ / l;https://www.auchan.fr/auchan-specialite-laitiere-epaisse-4-mg/pr-C1171044
cremes-fraiches-epaisses;ELLE & VIRE Crème fraîche épaisse entière 30%MG;2.28€;7,04€ / kg;https://www.auchan.fr/elle-vire-creme-fraiche-epaisse-entiere-30-mg/pr-C1177401
